primary_name,Week Name,Session Name,Offer Name,Per Pax Coupon Value,Fixed Coupon Value,From Group Size,To Group Size,VoucherHeadId,city
"Grand Mall, Sector 28",SATURDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Gurugram
"Grand Mall, Sector 28",SUNDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Gurugram
"Grand Mall, Sector 28",WEDNESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Gurugram
"Grand Mall, Sector 28",THURSDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Gurugram
"Grand Mall, Sector 28",FRIDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Gurugram
"Grand Mall, Sector 28",SATURDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Gurugram
"Grand Mall, Sector 28",SUNDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Gurugram
"RV Square, Greater Kailash",SUNDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Jammu
"RV Square, Greater Kailash",SUNDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Jammu
"RV Square, Greater Kailash",MONDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Jammu
"RV Square, Greater Kailash",MONDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Jammu
"RV Square, Greater Kailash",TUESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Jammu
"RV Square, Greater Kailash",TUESDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Jammu
"RV Square, Greater Kailash",WEDNESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Jammu
"RV Square, Greater Kailash",WEDNESDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Jammu
"RV Square, Greater Kailash",THURSDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Jammu
"RV Square, Greater Kailash",THURSDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Jammu
"RV Square, Greater Kailash",FRIDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Jammu
"RV Square, Greater Kailash",FRIDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Jammu
"RV Square, Greater Kailash",SATURDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Jammu
"RV Square, Greater Kailash",SATURDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Jammu
Yelahanka,SUNDAY,Lunch,Coupon per pax,100,0,1,10000,69685.0,Bengaluru
Yelahanka,SUNDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Bengaluru
Yelahanka,MONDAY,Lunch,Coupon per pax,50,0,1,10000,69683.0,Bengaluru
Yelahanka,MONDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Bengaluru
Yelahanka,TUESDAY,Lunch,Coupon per pax,50,0,1,10000,69683.0,Bengaluru
Yelahanka,TUESDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Bengaluru
Yelahanka,WEDNESDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Bengaluru
Yelahanka,WEDNESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Bengaluru
Yelahanka,THURSDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Bengaluru
Yelahanka,THURSDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Bengaluru
Yelahanka,FRIDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Bengaluru
Yelahanka,FRIDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Bengaluru
Yelahanka,SATURDAY,Lunch,Coupon per pax,100,0,1,10000,69685.0,Bengaluru
Yelahanka,SATURDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Bengaluru
"Crystall Mall, Kalawad Road",SUNDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Rajkot
"Crystall Mall, Kalawad Road",SUNDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Rajkot
"Crystall Mall, Kalawad Road",TUESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Rajkot
"Crystall Mall, Kalawad Road",TUESDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Rajkot
"Crystall Mall, Kalawad Road",WEDNESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Rajkot
"Crystall Mall, Kalawad Road",WEDNESDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Rajkot
"Crystall Mall, Kalawad Road",THURSDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Rajkot
"Crystall Mall, Kalawad Road",THURSDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Rajkot
"Crystall Mall, Kalawad Road",FRIDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Rajkot
"Crystall Mall, Kalawad Road",FRIDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Rajkot
"Crystall Mall, Kalawad Road",SATURDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Rajkot
"Crystall Mall, Kalawad Road",SATURDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Rajkot
"Crystall Mall, Kalawad Road",MONDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Rajkot
"Crystall Mall, Kalawad Road",MONDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Rajkot
"Anna Salai, Kosapet",SUNDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Vellore
"Anna Salai, Kosapet",SUNDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Vellore
"Anna Salai, Kosapet",MONDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Vellore
"Anna Salai, Kosapet",MONDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Vellore
"Anna Salai, Kosapet",TUESDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Vellore
"Anna Salai, Kosapet",TUESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Vellore
"Anna Salai, Kosapet",WEDNESDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Vellore
"Anna Salai, Kosapet",WEDNESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Vellore
"Anna Salai, Kosapet",THURSDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Vellore
"Anna Salai, Kosapet",THURSDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Vellore
"Anna Salai, Kosapet",FRIDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Vellore
"Anna Salai, Kosapet",FRIDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Vellore
"Anna Salai, Kosapet",SATURDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Vellore
"Anna Salai, Kosapet",SATURDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Vellore
Greater Noida Sec Beta 2,MONDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Noida
Greater Noida Sec Beta 2,TUESDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Noida
Greater Noida Sec Beta 2,WEDNESDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Noida
Greater Noida Sec Beta 2,THURSDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Noida
Greater Noida Sec Beta 2,FRIDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Noida
Greater Noida Sec Beta 2,SATURDAY,Lunch,Coupon per pax,100,0,1,10000,69685.0,Noida
Greater Noida Sec Beta 2,SUNDAY,Lunch,Coupon per pax,100,0,1,10000,69685.0,Noida
Greater Noida Sec Beta 2,MONDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Noida
Greater Noida Sec Beta 2,TUESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Noida
Greater Noida Sec Beta 2,WEDNESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Noida
Greater Noida Sec Beta 2,THURSDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Noida
Greater Noida Sec Beta 2,FRIDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Noida
Greater Noida Sec Beta 2,SATURDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Noida
Greater Noida Sec Beta 2,SUNDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Noida
"Gaur Central Mall, Raj Nagar",WEDNESDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Ghaziabad
"Gaur Central Mall, Raj Nagar",THURSDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Ghaziabad
"Gaur Central Mall, Raj Nagar",FRIDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Ghaziabad
"Gaur Central Mall, Raj Nagar",SATURDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Ghaziabad
"Gaur Central Mall, Raj Nagar",SUNDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Ghaziabad
"Gaur Central Mall, Raj Nagar",WEDNESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Ghaziabad
"Gaur Central Mall, Raj Nagar",THURSDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Ghaziabad
"Gaur Central Mall, Raj Nagar",FRIDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Ghaziabad
"Gaur Central Mall, Raj Nagar",SATURDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Ghaziabad
"Gaur Central Mall, Raj Nagar",SUNDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Ghaziabad
"Gaur Central Mall, Raj Nagar",MONDAY,Lunch,Coupon per pax,50,0,1,10000,69683.0,Ghaziabad
"Gaur Central Mall, Raj Nagar",MONDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Ghaziabad
"Gaur Central Mall, Raj Nagar",TUESDAY,Lunch,Coupon per pax,50,0,1,10000,69683.0,Ghaziabad
"Gaur Central Mall, Raj Nagar",TUESDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Ghaziabad
"Ambience Mall, Sector 24",SUNDAY,Lunch,Coupon per pax,100,0,1,10000,69685.0,Gurugram
"Ambience Mall, Sector 24",SUNDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Gurugram
"Ambience Mall, Sector 24",MONDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Gurugram
"Ambience Mall, Sector 24",MONDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Gurugram
"Ambience Mall, Sector 24",TUESDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Gurugram
"Ambience Mall, Sector 24",TUESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Gurugram
"Ambience Mall, Sector 24",WEDNESDAY,Lunch,Coupon per pax,100,0,1,10000,69685.0,Gurugram
"Ambience Mall, Sector 24",WEDNESDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Gurugram
"Ambience Mall, Sector 24",THURSDAY,Lunch,Coupon per pax,100,0,1,10000,69685.0,Gurugram
"Ambience Mall, Sector 24",THURSDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Gurugram
"Ambience Mall, Sector 24",FRIDAY,Lunch,Coupon per pax,100,0,1,10000,69685.0,Gurugram
"Ambience Mall, Sector 24",FRIDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Gurugram
"Ambience Mall, Sector 24",SATURDAY,Lunch,Coupon per pax,100,0,1,10000,69685.0,Gurugram
"Ambience Mall, Sector 24",SATURDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Gurugram
"One Mall, Fraser Road Area",WEDNESDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Patna
"One Mall, Fraser Road Area",SUNDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Patna
"One Mall, Fraser Road Area",FRIDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Patna
"One Mall, Fraser Road Area",SATURDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Patna
"One Mall, Fraser Road Area",SUNDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Patna
"One Mall, Fraser Road Area",SATURDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Patna
"One Mall, Fraser Road Area",FRIDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Patna
"One Mall, Fraser Road Area",TUESDAY,Lunch,Coupon per pax,50,0,1,10000,69683.0,Patna
"One Mall, Fraser Road Area",TUESDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Patna
"One Mall, Fraser Road Area",MONDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Patna
"One Mall, Fraser Road Area",MONDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Patna
"One Mall, Fraser Road Area",WEDNESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Patna
"One Mall, Fraser Road Area",THURSDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Patna
"One Mall, Fraser Road Area",THURSDAY,Lunch,Coupon per pax,50,0,1,10000,69683.0,Patna
"YK Nagar, Virar West",SUNDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Mumbai
"YK Nagar, Virar West",SUNDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Mumbai
"YK Nagar, Virar West",MONDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Mumbai
"YK Nagar, Virar West",MONDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Mumbai
"YK Nagar, Virar West",FRIDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Mumbai
"YK Nagar, Virar West",FRIDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Mumbai
"YK Nagar, Virar West",SATURDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Mumbai
"YK Nagar, Virar West",SATURDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Mumbai
"YK Nagar, Virar West",TUESDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Mumbai
"YK Nagar, Virar West",TUESDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Mumbai
"YK Nagar, Virar West",WEDNESDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Mumbai
"YK Nagar, Virar West",WEDNESDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Mumbai
"YK Nagar, Virar West",THURSDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Mumbai
"YK Nagar, Virar West",THURSDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Mumbai
"Urban Estate, Phase 2",SUNDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Patiala
"Urban Estate, Phase 2",SUNDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Patiala
"Urban Estate, Phase 2",MONDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Patiala
"Urban Estate, Phase 2",MONDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Patiala
"Urban Estate, Phase 2",TUESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Patiala
"Urban Estate, Phase 2",TUESDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Patiala
"Urban Estate, Phase 2",WEDNESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Patiala
"Urban Estate, Phase 2",WEDNESDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Patiala
"Urban Estate, Phase 2",THURSDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Patiala
"Urban Estate, Phase 2",THURSDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Patiala
"Urban Estate, Phase 2",FRIDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Patiala
"Urban Estate, Phase 2",FRIDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Patiala
"Urban Estate, Phase 2",SATURDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Patiala
"Urban Estate, Phase 2",SATURDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Patiala
"Municipal Office Road, Noyyal",SUNDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Tirupur
"Municipal Office Road, Noyyal",SUNDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Tirupur
"Municipal Office Road, Noyyal",MONDAY,Dinner,Coupon per pax,No Offer,0,1,10000,,Tirupur
"Municipal Office Road, Noyyal",MONDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Tirupur
"Municipal Office Road, Noyyal",TUESDAY,Dinner,Coupon per pax,No Offer,0,1,10000,,Tirupur
"Municipal Office Road, Noyyal",TUESDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Tirupur
"Municipal Office Road, Noyyal",WEDNESDAY,Dinner,Coupon per pax,No Offer,0,1,10000,,Tirupur
"Municipal Office Road, Noyyal",WEDNESDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Tirupur
"Municipal Office Road, Noyyal",THURSDAY,Dinner,Coupon per pax,No Offer,0,1,10000,,Tirupur
"Municipal Office Road, Noyyal",THURSDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Tirupur
"Municipal Office Road, Noyyal",FRIDAY,Dinner,Coupon per pax,No Offer,0,1,10000,,Tirupur
"Municipal Office Road, Noyyal",FRIDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Tirupur
"Municipal Office Road, Noyyal",SATURDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Tirupur
"Municipal Office Road, Noyyal",SATURDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Tirupur
"Lakshmipuram Main Rd,Ashok Ngr",SUNDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",MONDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",TUESDAY,Lunch,Coupon per pax,50,0,1,10000,69683.0,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",WEDNESDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",THURSDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",FRIDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",WEDNESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",TUESDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",THURSDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",FRIDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",MONDAY,Lunch,Coupon per pax,50,0,1,10000,69683.0,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",SATURDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",SATURDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",SUNDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Guntur
"JHV Mall, The Mall Road",SUNDAY,Lunch,Coupon per pax,100,0,1,10000,69685.0,Varanasi
"JHV Mall, The Mall Road",SUNDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Varanasi
"JHV Mall, The Mall Road",MONDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Varanasi
"JHV Mall, The Mall Road",MONDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Varanasi
"JHV Mall, The Mall Road",TUESDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Varanasi
"JHV Mall, The Mall Road",TUESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Varanasi
"JHV Mall, The Mall Road",WEDNESDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Varanasi
"JHV Mall, The Mall Road",WEDNESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Varanasi
"JHV Mall, The Mall Road",THURSDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Varanasi
"JHV Mall, The Mall Road",THURSDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Varanasi
"JHV Mall, The Mall Road",FRIDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Varanasi
"JHV Mall, The Mall Road",FRIDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Varanasi
"JHV Mall, The Mall Road",SATURDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Varanasi
"JHV Mall, The Mall Road",SATURDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Varanasi
"Forum Sujana Mall, Kukatpally",SUNDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Hyderabad
"Forum Sujana Mall, Kukatpally",SATURDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Hyderabad
"Forum Sujana Mall, Kukatpally",SUNDAY,Lunch,Coupon per pax,100,0,1,10000,69685.0,Hyderabad
"Forum Sujana Mall, Kukatpally",MONDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Hyderabad
"Forum Sujana Mall, Kukatpally",MONDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Hyderabad
"Forum Sujana Mall, Kukatpally",SATURDAY,Lunch,Coupon per pax,100,0,1,10000,69685.0,Hyderabad
"Forum Sujana Mall, Kukatpally",TUESDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Hyderabad
"Forum Sujana Mall, Kukatpally",WEDNESDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Hyderabad
"Forum Sujana Mall, Kukatpally",THURSDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Hyderabad
"Forum Sujana Mall, Kukatpally",TUESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Hyderabad
"Forum Sujana Mall, Kukatpally",WEDNESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Hyderabad
"Forum Sujana Mall, Kukatpally",THURSDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Hyderabad
"Forum Sujana Mall, Kukatpally",FRIDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Hyderabad
"Forum Sujana Mall, Kukatpally",FRIDAY,Lunch,Coupon per pax,100,0,1,10000,69685.0,Hyderabad
"Diamond Plaza, Jessore Road",MONDAY,Lunch,Coupon per pax,50,0,1,10000,69683.0,Kolkata
"Diamond Plaza, Jessore Road",MONDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Kolkata
"Diamond Plaza, Jessore Road",TUESDAY,Lunch,Coupon per pax,50,0,1,10000,69683.0,Kolkata
"Diamond Plaza, Jessore Road",TUESDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Kolkata
"Diamond Plaza, Jessore Road",SATURDAY,Lunch,Coupon per pax,100,0,1,10000,69685.0,Kolkata
"Diamond Plaza, Jessore Road",SATURDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Kolkata
"Diamond Plaza, Jessore Road",SUNDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Kolkata
"Diamond Plaza, Jessore Road",SUNDAY,Lunch,Coupon per pax,100,0,1,10000,69685.0,Kolkata
"Diamond Plaza, Jessore Road",WEDNESDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Kolkata
"Diamond Plaza, Jessore Road",THURSDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Kolkata
"Diamond Plaza, Jessore Road",WEDNESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Kolkata
"Diamond Plaza, Jessore Road",THURSDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Kolkata
"Diamond Plaza, Jessore Road",FRIDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Kolkata
"Diamond Plaza, Jessore Road",FRIDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Kolkata
"Eros Mall, Sector 20A",SUNDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Faridabad
"Eros Mall, Sector 20A",SUNDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Faridabad
"Eros Mall, Sector 20A",MONDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Faridabad
"Eros Mall, Sector 20A",MONDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Faridabad
"Eros Mall, Sector 20A",TUESDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Faridabad
"Eros Mall, Sector 20A",TUESDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Faridabad
"Eros Mall, Sector 20A",WEDNESDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Faridabad
"Eros Mall, Sector 20A",WEDNESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Faridabad
"Eros Mall, Sector 20A",THURSDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Faridabad
"Eros Mall, Sector 20A",THURSDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Faridabad
"Eros Mall, Sector 20A",FRIDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Faridabad
"Eros Mall, Sector 20A",FRIDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Faridabad
"Eros Mall, Sector 20A",SATURDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Faridabad
"Eros Mall, Sector 20A",SATURDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Faridabad
"Square Mall, Civil Lines",SUNDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Prayagraj
"Square Mall, Civil Lines",SUNDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Prayagraj
"Square Mall, Civil Lines",MONDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Prayagraj
"Square Mall, Civil Lines",MONDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Prayagraj
"Square Mall, Civil Lines",TUESDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Prayagraj
"Square Mall, Civil Lines",TUESDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Prayagraj
"Square Mall, Civil Lines",WEDNESDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Prayagraj
"Square Mall, Civil Lines",WEDNESDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Prayagraj
"Square Mall, Civil Lines",THURSDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Prayagraj
"Square Mall, Civil Lines",THURSDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Prayagraj
"Square Mall, Civil Lines",FRIDAY,Lunch,Coupon per pax,No Offer,0,1,10000,,Prayagraj
"Square Mall, Civil Lines",FRIDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Prayagraj
"Square Mall, Civil Lines",SATURDAY,Lunch,Coupon per pax,75,0,1,10000,69684.0,Prayagraj
"Square Mall, Civil Lines",SATURDAY,Dinner,Coupon per pax,75,0,1,10000,69684.0,Prayagraj
"Lake Mall, Kalighat",MONDAY,Lunch,Coupon per pax,50,0,1,10000,69683.0,Kolkata
"Lake Mall, Kalighat",MONDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Kolkata
"Lake Mall, Kalighat",TUESDAY,Lunch,Coupon per pax,50,0,1,10000,69683.0,Kolkata
"Lake Mall, Kalighat",TUESDAY,Dinner,Coupon per pax,50,0,1,10000,69683.0,Kolkata
"Lake Mall, Kalighat",SATURDAY,Lunch,Coupon per pax,100,0,1,10000,69685.0,Kolkata
"Lake Mall, Kalighat",SATURDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Kolkata
"Lake Mall, Kalighat",SUNDAY,Dinner,Coupon per pax,100,0,1,10000,69685.0,Kolkata
